2.115 3.1 -11.585
2.11 3.096 -11.545
2.105 3.092 -11.505
2.1 3.088 -11.465
2.095 3.0839 -11.425
2.09 3.0799 -11.385
2.085 3.0758 -11.345
2.08 3.0718 -11.305
2.075 3.0677 -11.265
2.07 3.0636 -11.225
2.065 3.0595 -11.185
2.06 3.0554 -11.145
2.055 3.0513 -11.105
2.05 3.0472 -11.065
2.045 3.043 -11.025
2.04 3.0389 -10.985
2.035 3.0347 -10.945
2.03 3.0306 -10.905
2.025 3.0264 -10.865
2.02 3.0222 -10.825
2.015 3.018 -10.785
2.01 3.0138 -10.745
2.005 3.0096 -10.705
2 3.0054 -10.665
1.995 3.0012 -10.625
1.99 2.9969 -10.585
1.985 2.9927 -10.545
1.98 2.9884 -10.505
1.975 2.9842 -10.465
1.97 2.9799 -10.425
1.965 2.9756 -10.385
1.96 2.9713 -10.345
1.955 2.967 -10.305
1.95 2.9627 -10.265
1.945 2.9583 -10.225
1.94 2.954 -10.185
1.935 2.9496 -10.145
1.93 2.9453 -10.105
1.925 2.9409 -10.0649
1.92 2.9365 -10.0249
1.915 2.9321 -9.9849
1.91 2.9277 -9.9449
1.905 2.9233 -9.9049
1.9 2.9189 -9.8649
1.895 2.9145 -9.8249
1.89 2.9101 -9.7849
1.885 2.9056 -9.7449
1.88 2.9012 -9.7049
1.875 2.8967 -9.6649
1.87 2.8922 -9.6249
1.865 2.8877 -9.5849
1.86 2.8832 -9.5449
1.855 2.8787 -9.5049
1.85 2.8742 -9.4649
1.845 2.8697 -9.4249
1.84 2.8652 -9.3849
1.835 2.8606 -9.3449
1.83 2.8561 -9.3049
1.825 2.8515 -9.2649
1.82 2.8469 -9.2249
1.815 2.8423 -9.1849
1.81 2.8377 -9.1449
1.805 2.8331 -9.1049
1.8 2.8285 -9.0649
1.795 2.8239 -9.0249
1.79 2.8193 -8.9849
1.785 2.8146 -8.9449
1.78 2.81 -8.9049
1.775 2.8053 -8.8649
1.77 2.8006 -8.8249
1.765 2.796 -8.7849
1.76 2.7913 -8.7449
1.755 2.7866 -8.7049
1.75 2.7818 -8.6649
1.745 2.7771 -8.6249
1.74 2.7724 -8.5849
1.735 2.7677 -8.5449
1.73 2.7629 -8.5049
1.725 2.7581 -8.4649
1.72 2.7534 -8.4249
1.715 2.7486 -8.3849
1.71 2.7438 -8.3449
1.705 2.739 -8.3049
1.7 2.7342 -8.2649
1.695 2.7294 -8.2249
1.69 2.7245 -8.1849
1.685 2.7197 -8.1449
1.68 2.7149 -8.1049
1.675 2.71 -8.0649
1.67 2.7051 -8.0249
1.665 2.7003 -7.9849
1.66 2.6954 -7.9449
1.655 2.6905 -7.9049
1.65 2.6856 -7.8649
1.645 2.6806 -7.8249
1.64 2.6757 -7.7849
1.635 2.6708 -7.7449
1.63 2.6658 -7.7049
1.625 2.6609 -7.6649
1.62 2.6559 -7.6249
1.615 2.6509 -7.5849
1.61 2.6459 -7.5449
1.605 2.641 -7.5049
1.6 2.6359 -7.4649
1.595 2.6309 -7.4249
1.59 2.6259 -7.3849
1.585 2.6209 -7.3449
1.58 2.6158 -7.3049
1.575 2.6108 -7.2649
1.57 2.6057 -7.2249
1.565 2.6006 -7.1849
1.56 2.5955 -7.1449
1.555 2.5905 -7.1049
1.55 2.5853 -7.0648
1.545 2.5802 -7.0248
1.54 2.5751 -6.9848
1.535 2.57 -6.9448
1.53 2.5648 -6.9048
1.525 2.5597 -6.8648
1.52 2.5545 -6.8248
1.515 2.5493 -6.7848
1.51 2.5442 -6.7448
1.505 2.539 -6.7048
1.5 2.5338 -6.6648
1.495 2.5286 -6.6248
1.49 2.5233 -6.5848
1.485 2.5181 -6.5448
1.48 2.5129 -6.5048
1.475 2.5076 -6.4648
1.47 2.5024 -6.4248
1.465 2.4971 -6.3848
1.46 2.4918 -6.3448
1.455 2.4865 -6.3048
1.45 2.4812 -6.2648
1.445 2.4759 -6.2248
1.44 2.4706 -6.1848
1.435 2.4653 -6.1448
1.43 2.4599 -6.1048
1.425 2.4546 -6.0648
1.42 2.4492 -6.0248
1.415 2.4438 -5.9848
1.41 2.4385 -5.9448
1.405 2.4331 -5.9048
1.4 2.4277 -5.8648
1.395 2.4223 -5.8248
1.39 2.4168 -5.7848
1.385 2.4114 -5.7448
1.38 2.406 -5.7048
1.375 2.4005 -5.6648
1.37 2.3951 -5.6248
1.365 2.3896 -5.5848
1.36 2.3841 -5.5448
1.355 2.3786 -5.5048
1.35 2.3732 -5.4648
1.345 2.3676 -5.4248
1.34 2.3621 -5.3848
1.335 2.3566 -5.3448
1.33 2.3511 -5.3048
1.325 2.3455 -5.2648
1.32 2.34 -5.2248
1.315 2.3344 -5.1848
1.31 2.3288 -5.1448
1.305 2.3232 -5.1048
1.3 2.3176 -5.0648
1.295 2.312 -5.0248
1.29 2.3064 -4.9848
1.285 2.3008 -4.9448
1.28 2.2952 -4.9048
1.275 2.2895 -4.8648
1.27 2.2839 -4.8248
1.265 2.2782 -4.7848
1.26 2.2725 -4.7448
1.255 2.2669 -4.7048
1.25 2.2612 -4.6648
1.245 2.2555 -4.6248
1.24 2.2498 -4.5848
1.235 2.244 -4.5448
1.23 2.2383 -4.5048
1.225 2.2326 -4.4648
1.22 2.2268 -4.4248
1.215 2.221 -4.3848
1.21 2.2153 -4.3448
1.205 2.2095 -4.3048
1.2 2.2037 -4.2648
1.195 2.1979 -4.2248
1.19 2.1921 -4.1848
1.185 2.1863 -4.1448
1.18 2.1804 -4.1048
1.175 2.1746 -4.0647
1.17 2.1688 -4.0247
1.165 2.1629 -3.9847
1.16 2.157 -3.9447
1.155 2.1511 -3.9047
1.15 2.1453 -3.8647
1.145 2.1394 -3.8247
1.14 2.1334 -3.7847
1.135 2.1275 -3.7447
1.13 2.1216 -3.7047
1.125 2.1157 -3.6647
1.12 2.1097 -3.6247
1.115 2.1038 -3.5847
1.11 2.0978 -3.5447
1.105 2.0918 -3.5047
1.1 2.0858 -3.4647
1.095 2.0798 -3.4247
1.09 2.0738 -3.3847
1.085 2.0678 -3.3447
1.08 2.0618 -3.3047
1.075 2.0557 -3.2647
1.07 2.0497 -3.2247
1.065 2.0436 -3.1847
1.06 2.0376 -3.1447
1.055 2.0315 -3.1047
1.05 2.0254 -3.0647
1.045 2.0193 -3.0247
1.04 2.0132 -2.9847
1.035 2.0071 -2.9447
1.03 2.001 -2.9047
1.025 1.9949 -2.8647
1.02 1.9887 -2.8247
1.015 1.9826 -2.7847
1.01 1.9764 -2.7447
1.005 1.9702 -2.7047
1 1.964 -2.6647
0.995 1.9578 -2.6247
0.99 1.9516 -2.5847
0.985 1.9454 -2.5447
0.98 1.9392 -2.5047
0.975 1.933 -2.4647
0.97 1.9267 -2.4247
0.965 1.9205 -2.3847
0.96 1.9142 -2.3447
0.955 1.9079 -2.3047
0.95 1.9017 -2.2647
0.945 1.8954 -2.2247
0.94 1.8891 -2.1847
0.935 1.8828 -2.1447
0.93 1.8764 -2.1047
0.925 1.8701 -2.0647
0.92 1.8638 -2.0247
0.915 1.8574 -1.9847
0.91 1.8511 -1.9447
0.905 1.8447 -1.9047
0.9 1.8383 -1.8647
0.895 1.8319 -1.8247
0.89 1.8255 -1.7847
0.885 1.8191 -1.7447
0.88 1.8127 -1.7047
0.875 1.8063 -1.6647
0.87 1.7998 -1.6247
0.865 1.7934 -1.5847
0.86 1.7869 -1.5447
0.855 1.7805 -1.5047
0.85 1.774 -1.4647
0.845 1.7675 -1.4247
0.84 1.761 -1.3847
0.835 1.7545 -1.3447
0.83 1.748 -1.3047
0.825 1.7414 -1.2647
0.82 1.7349 -1.2247
0.815 1.7284 -1.1847
0.81 1.7218 -1.1447
0.805 1.7152 -1.1047
0.8 1.7087 -1.0646
0.795 1.7021 -1.0246
0.79 1.6955 -0.9846
0.785 1.6889 -0.9446
0.78 1.6823 -0.9046
0.775 1.6756 -0.8646
0.77 1.669 -0.8246
0.765 1.6624 -0.7846
0.76 1.6557 -0.7446
0.755 1.649 -0.7046
0.75 1.6424 -0.6646
0.745 1.6357 -0.6246
0.74 1.629 -0.5846
0.735 1.6223 -0.5446
0.73 1.6156 -0.5046
0.725 1.6089 -0.4646
0.72 1.6021 -0.4246
0.715 1.5954 -0.3846
0.71 1.5886 -0.3446
0.705 1.5819 -0.3046
0.7 1.5751 -0.2646
0.695 1.5683 -0.2246
0.69 1.5615 -0.1846
0.685 1.5547 -0.1446
0.68 1.5479 -0.1046
0.675 1.5411 -0.0646
0.67 1.5343 -0.0246
0.665 1.5274 0.0154
0.66 1.5206 0.0554
0.655 1.5137 0.0954
0.65 1.5068 0.1354
0.645 1.5 0.1754
0.64 1.4931 0.2154
0.635 1.4862 0.2554
0.63 1.4793 0.2954
0.625 1.4723 0.3354
0.62 1.4654 0.3754
0.6149 1.4585 0.4154
0.6099 1.4515 0.4554
0.6049 1.4446 0.4954
0.5999 1.4376 0.5354
0.5949 1.4306 0.5754
0.5899 1.4236 0.6154
0.5849 1.4166 0.6554
0.5799 1.4096 0.6954
0.5749 1.4026 0.7354
0.5699 1.3956 0.7754
0.5649 1.3886 0.8154
0.5599 1.3815 0.8554
0.5549 1.3745 0.8954
0.5499 1.3674 0.9354
0.5449 1.3603 0.9754
0.5399 1.3532 1.0154
0.5349 1.3461 1.0554
0.5299 1.339 1.0954
0.5249 1.3319 1.1354
0.5199 1.3248 1.1754
0.5149 1.3177 1.2154
0.5099 1.3105 1.2554
0.5049 1.3034 1.2954
0.4999 1.2962 1.3354
0.4949 1.289 1.3754
0.4899 1.2818 1.4154
0.4849 1.2746 1.4554
0.4799 1.2674 1.4954
0.4749 1.2602 1.5354
0.4699 1.253 1.5754
0.4649 1.2458 1.6154
0.4599 1.2385 1.6554
0.4549 1.2313 1.6954
0.4499 1.224 1.7354
0.4449 1.2167 1.7754
