2.115 3.1 -11.585
2.105 3.092 -11.535
2.095 3.084 -11.485
2.085 3.076 -11.435
2.075 3.0679 -11.385
2.065 3.0599 -11.335
2.055 3.0518 -11.285
2.045 3.0438 -11.235
2.035 3.0357 -11.185
2.025 3.0276 -11.135
2.015 3.0195 -11.085
2.005 3.0114 -11.035
1.995 3.0033 -10.985
1.985 2.9952 -10.935
1.975 2.987 -10.885
1.965 2.9789 -10.835
1.955 2.9707 -10.785
1.945 2.9626 -10.735
1.935 2.9544 -10.685
1.925 2.9462 -10.635
1.915 2.938 -10.585
1.905 2.9298 -10.535
1.895 2.9216 -10.485
1.885 2.9134 -10.435
1.875 2.9052 -10.385
1.865 2.8969 -10.335
1.855 2.8887 -10.285
1.845 2.8804 -10.235
1.835 2.8721 -10.185
1.825 2.8639 -10.135
1.815 2.8556 -10.0849
1.805 2.8473 -10.0349
1.795 2.839 -9.9849
1.785 2.8306 -9.9349
1.775 2.8223 -9.8849
1.765 2.814 -9.8349
1.755 2.8056 -9.7849
1.745 2.7973 -9.7349
1.735 2.7889 -9.6849
1.725 2.7805 -9.6349
1.715 2.7721 -9.5849
1.705 2.7637 -9.5349
1.695 2.7553 -9.4849
1.685 2.7469 -9.4349
1.675 2.7385 -9.3849
1.665 2.7301 -9.3349
1.655 2.7216 -9.2849
1.645 2.7132 -9.2349
1.635 2.7047 -9.1849
1.625 2.6962 -9.1349
1.615 2.6877 -9.0849
1.605 2.6792 -9.0349
1.595 2.6707 -8.9849
1.585 2.6622 -8.9349
1.575 2.6537 -8.8849
1.565 2.6451 -8.8349
1.555 2.6366 -8.7849
1.545 2.628 -8.7349
1.535 2.6195 -8.6849
1.525 2.6109 -8.6349
1.515 2.6023 -8.5849
1.505 2.5937 -8.5349
1.495 2.5851 -8.4849
1.485 2.5765 -8.4349
1.475 2.5679 -8.3849
1.465 2.5593 -8.3349
1.455 2.5506 -8.2849
1.445 2.542 -8.2349
1.435 2.5333 -8.1849
1.425 2.5246 -8.1349
1.415 2.5159 -8.0849
1.405 2.5073 -8.0349
1.395 2.4986 -7.9849
1.385 2.4898 -7.9349
1.375 2.4811 -7.8849
1.365 2.4724 -7.8349
1.355 2.4636 -7.7849
1.345 2.4549 -7.7349
1.335 2.4461 -7.6849
1.325 2.4374 -7.6349
1.315 2.4286 -7.5849
1.305 2.4198 -7.5349
1.295 2.411 -7.4849
1.285 2.4022 -7.4349
1.275 2.3934 -7.3849
1.265 2.3845 -7.3349
1.255 2.3757 -7.2849
1.245 2.3668 -7.2349
1.235 2.358 -7.1849
1.225 2.3491 -7.1349
1.215 2.3402 -7.0848
1.205 2.3314 -7.0348
1.195 2.3225 -6.9848
1.185 2.3135 -6.9348
1.175 2.3046 -6.8848
1.165 2.2957 -6.8348
1.155 2.2868 -6.7848
1.145 2.2778 -6.7348
1.135 2.2689 -6.6848
1.125 2.2599 -6.6348
1.115 2.2509 -6.5848
1.105 2.2419 -6.5348
1.095 2.2329 -6.4848
1.085 2.2239 -6.4348
1.075 2.2149 -6.3848
1.065 2.2059 -6.3348
1.055 2.1969 -6.2848
1.045 2.1878 -6.2348
1.035 2.1788 -6.1848
1.025 2.1697 -6.1348
1.015 2.1606 -6.0848
1.005 2.1515 -6.0348
0.995 2.1424 -5.9848
0.985 2.1333 -5.9348
0.975 2.1242 -5.8848
0.965 2.1151 -5.8348
0.955 2.106 -5.7848
0.945 2.0968 -5.7348
0.935 2.0877 -5.6848
0.925 2.0785 -5.6348
0.915 2.0693 -5.5848
0.905 2.0601 -5.5348
0.895 2.051 -5.4848
0.885 2.0418 -5.4348
0.875 2.0325 -5.3848
0.865 2.0233 -5.3348
0.855 2.0141 -5.2848
0.845 2.0048 -5.2348
0.835 1.9956 -5.1848
0.825 1.9863 -5.1348
0.815 1.9771 -5.0848
0.805 1.9678 -5.0348
0.795 1.9585 -4.9848
0.785 1.9492 -4.9348
0.775 1.9399 -4.8848
0.765 1.9306 -4.8348
0.755 1.9212 -4.7848
0.745 1.9119 -4.7348
0.735 1.9025 -4.6848
0.725 1.8932 -4.6348
0.715 1.8838 -4.5848
0.705 1.8744 -4.5348
0.695 1.8651 -4.4848
0.685 1.8557 -4.4348
0.675 1.8462 -4.3848
0.665 1.8368 -4.3348
0.655 1.8274 -4.2848
0.645 1.818 -4.2348
0.635 1.8085 -4.1848
0.625 1.7991 -4.1348
0.6149 1.7896 -4.0847
0.6049 1.7801 -4.0347
0.5949 1.7706 -3.9847
0.5849 1.7611 -3.9347
0.5749 1.7516 -3.8847
0.5649 1.7421 -3.8347
0.5549 1.7326 -3.7847
0.5449 1.723 -3.7347
0.5349 1.7135 -3.6847
0.5249 1.7039 -3.6347
0.5149 1.6944 -3.5847
0.5049 1.6848 -3.5347
0.4949 1.6752 -3.4847
0.4849 1.6656 -3.4347
0.4749 1.656 -3.3847
0.4649 1.6464 -3.3347
0.4549 1.6368 -3.2847
0.4449 1.6272 -3.2347
0.4349 1.6175 -3.1847
0.4249 1.6079 -3.1347
0.4149 1.5982 -3.0847
0.4049 1.5885 -3.0347
0.3949 1.5788 -2.9847
0.3849 1.5691 -2.9347
0.3749 1.5594 -2.8847
0.3649 1.5497 -2.8347
0.3549 1.54 -2.7847
0.3449 1.5303 -2.7347
0.3349 1.5205 -2.6847
0.3249 1.5108 -2.6347
0.3149 1.501 -2.5847
0.3049 1.4912 -2.5347
0.2949 1.4815 -2.4847
0.2849 1.4717 -2.4347
0.2749 1.4619 -2.3847
0.2649 1.4521 -2.3347
0.2549 1.4422 -2.2847
0.2449 1.4324 -2.2347
0.2349 1.4226 -2.1847
0.2249 1.4127 -2.1347
0.2149 1.4029 -2.0847
0.2049 1.393 -2.0347
0.1949 1.3831 -1.9847
0.1849 1.3732 -1.9347
0.1749 1.3633 -1.8847
0.1649 1.3534 -1.8347
0.1549 1.3435 -1.7847
0.1449 1.3336 -1.7347
0.1349 1.3236 -1.6847
0.1249 1.3137 -1.6347
0.1149 1.3037 -1.5847
