2 0.5 -0.9
2.001 0.505 -0.895
2.002 0.51 -0.89
2.003 0.515 -0.885
2.004 0.5199 -0.88
2.005 0.5249 -0.875
2.006 0.5298 -0.87
2.007 0.5348 -0.865
2.008 0.5397 -0.86
2.009 0.5446 -0.855
2.01 0.5495 -0.85
2.011 0.5544 -0.845
2.012 0.5593 -0.84
2.013 0.5642 -0.835
2.014 0.569 -0.83
2.015 0.5739 -0.825
2.016 0.5787 -0.82
2.017 0.5836 -0.815
2.018 0.5884 -0.81
2.019 0.5932 -0.805
2.02 0.598 -0.8
2.021 0.6028 -0.795
2.022 0.6076 -0.79
2.023 0.6124 -0.785
2.024 0.6172 -0.78
2.025 0.6219 -0.775
2.026 0.6267 -0.77
2.027 0.6314 -0.765
2.028 0.6362 -0.76
2.029 0.6409 -0.755
2.03 0.6456 -0.75
2.031 0.6503 -0.745
2.032 0.655 -0.74
2.033 0.6597 -0.735
2.034 0.6643 -0.73
2.035 0.669 -0.725
2.036 0.6736 -0.72
2.037 0.6783 -0.715
2.038 0.6829 -0.71
2.039 0.6875 -0.705
2.04 0.6922 -0.7
2.041 0.6968 -0.695
2.042 0.7014 -0.69
2.043 0.7059 -0.685
2.044 0.7105 -0.68
2.045 0.7151 -0.675
2.046 0.7196 -0.67
2.047 0.7242 -0.665
2.048 0.7287 -0.66
2.049 0.7332 -0.655
2.05 0.7377 -0.65
2.051 0.7422 -0.645
2.052 0.7467 -0.64
2.053 0.7512 -0.635
2.054 0.7557 -0.63
2.055 0.7602 -0.625
2.056 0.7646 -0.62
2.057 0.7691 -0.615
2.058 0.7735 -0.61
2.059 0.7779 -0.605
2.06 0.7824 -0.6
2.061 0.7868 -0.595
2.062 0.7912 -0.59
2.063 0.7955 -0.585
2.064 0.7999 -0.58
2.065 0.8043 -0.575
2.066 0.8086 -0.57
2.067 0.813 -0.565
2.068 0.8173 -0.56
2.069 0.8217 -0.555
2.07 0.826 -0.55
2.071 0.8303 -0.545
2.072 0.8346 -0.54
2.073 0.8389 -0.535
2.074 0.8432 -0.53
2.075 0.8474 -0.525
2.076 0.8517 -0.52
2.077 0.8559 -0.515
2.078 0.8602 -0.51
2.079 0.8644 -0.505
2.08 0.8686 -0.5
2.081 0.8728 -0.495
2.082 0.877 -0.49
2.083 0.8812 -0.485
2.084 0.8854 -0.48
2.085 0.8896 -0.475
2.086 0.8937 -0.47
2.087 0.8979 -0.465
2.088 0.902 -0.46
2.089 0.9062 -0.455
2.09 0.9103 -0.45
2.091 0.9144 -0.445
2.092 0.9185 -0.44
2.093 0.9226 -0.435
2.094 0.9267 -0.43
2.095 0.9307 -0.425
2.096 0.9348 -0.42
2.097 0.9389 -0.415
2.098 0.9429 -0.41
2.099 0.9469 -0.405
2.1 0.951 -0.4
2.101 0.955 -0.395
2.102 0.959 -0.39
2.103 0.963 -0.385
2.104 0.967 -0.38
2.105 0.9709 -0.375
2.106 0.9749 -0.37
2.107 0.9789 -0.365
2.108 0.9828 -0.36
2.109 0.9867 -0.355
2.11 0.9907 -0.35
2.111 0.9946 -0.345
2.112 0.9985 -0.34
2.113 1.0024 -0.335
2.114 1.0063 -0.33
2.115 1.0101 -0.325
2.116 1.014 -0.32
2.117 1.0179 -0.315
2.118 1.0217 -0.31
2.119 1.0256 -0.305
2.12 1.0294 -0.3
2.121 1.0332 -0.295
2.122 1.037 -0.29
2.123 1.0408 -0.285
2.124 1.0446 -0.28
2.125 1.0484 -0.275
2.126 1.0521 -0.27
2.127 1.0559 -0.265
2.128 1.0597 -0.26
2.129 1.0634 -0.255
2.13 1.0671 -0.25
2.131 1.0708 -0.245
2.132 1.0746 -0.24
2.133 1.0783 -0.235
2.134 1.0819 -0.23
2.135 1.0856 -0.225
2.136 1.0893 -0.22
2.137 1.093 -0.215
2.138 1.0966 -0.21
2.139 1.1002 -0.205
2.14 1.1039 -0.2
2.141 1.1075 -0.195
2.142 1.1111 -0.19
2.143 1.1147 -0.185
2.144 1.1183 -0.18
2.145 1.1219 -0.175
2.146 1.1255 -0.17
2.147 1.129 -0.165
2.148 1.1326 -0.16
2.149 1.1361 -0.155
2.15 1.1397 -0.15
2.151 1.1432 -0.145
2.152 1.1467 -0.14
2.153 1.1502 -0.135
2.154 1.1537 -0.13
2.155 1.1572 -0.125
2.156 1.1606 -0.12
2.157 1.1641 -0.115
2.158 1.1676 -0.11
2.159 1.171 -0.105
2.16 1.1745 -0.1
2.161 1.1779 -0.095
2.162 1.1813 -0.09
2.163 1.1847 -0.085
2.164 1.1881 -0.08
2.165 1.1915 -0.075
2.166 1.1949 -0.07
2.167 1.1982 -0.065
2.168 1.2016 -0.06
2.169 1.2049 -0.055
2.17 1.2083 -0.05
2.171 1.2116 -0.045
2.172 1.2149 -0.04
2.173 1.2182 -0.035
2.174 1.2215 -0.03
2.175 1.2248 -0.025
2.176 1.2281 -0.02
2.177 1.2314 -0.015
2.178 1.2346 -0.01
2.179 1.2379 -0.005
2.18 1.2411 0
2.181 1.2443 0.005
2.182 1.2475 0.01
2.183 1.2508 0.015
2.184 1.254 0.02
2.185 1.2571 0.025
2.186 1.2603 0.03
2.187 1.2635 0.035
2.188 1.2667 0.04
2.189 1.2698 0.045
2.19 1.2729 0.05
2.191 1.2761 0.055
2.192 1.2792 0.06
2.193 1.2823 0.065
2.194 1.2854 0.07
2.195 1.2885 0.075
2.196 1.2916 0.08
2.197 1.2947 0.085
2.198 1.2977 0.09
2.199 1.3008 0.095
2.2 1.3038 0.1
2.201 1.3069 0.105
2.202 1.3099 0.11
2.203 1.3129 0.115
2.204 1.3159 0.12
2.205 1.3189 0.125
2.206 1.3219 0.13
2.207 1.3248 0.135
2.208 1.3278 0.14
2.209 1.3308 0.145
2.21 1.3337 0.15
2.211 1.3366 0.155
2.212 1.3396 0.16
2.213 1.3425 0.165
2.214 1.3454 0.17
2.215 1.3483 0.175
2.216 1.3512 0.18
2.217 1.354 0.185
2.218 1.3569 0.19
2.219 1.3598 0.195
2.22 1.3626 0.2
2.221 1.3655 0.205
2.222 1.3683 0.21
2.223 1.3711 0.215
2.224 1.3739 0.22
2.225 1.3767 0.225
2.226 1.3795 0.23
2.227 1.3823 0.235
2.228 1.385 0.24
2.229 1.3878 0.245
2.23 1.3905 0.25
2.231 1.3933 0.255
2.232 1.396 0.26
2.233 1.3987 0.265
2.234 1.4014 0.27
2.235 1.4041 0.275
2.236 1.4068 0.28
2.237 1.4095 0.285
2.238 1.4122 0.29
2.239 1.4148 0.295
2.24 1.4175 0.3
2.241 1.4201 0.305
2.242 1.4228 0.31
2.243 1.4254 0.315
2.244 1.428 0.32
2.245 1.4306 0.325
2.246 1.4332 0.33
2.247 1.4358 0.335
2.248 1.4383 0.34
2.249 1.4409 0.345
2.25 1.4435 0.35
2.251 1.446 0.355
2.252 1.4485 0.36
2.253 1.4511 0.365
2.254 1.4536 0.37
2.255 1.4561 0.375
2.256 1.4586 0.38
2.257 1.4611 0.385
2.258 1.4635 0.39
2.259 1.466 0.395
2.26 1.4684 0.4
2.261 1.4709 0.405
2.262 1.4733 0.41
2.263 1.4757 0.415
2.264 1.4782 0.42
2.265 1.4806 0.425
2.266 1.483 0.43
2.267 1.4853 0.435
2.268 1.4877 0.44
2.269 1.4901 0.445
2.27 1.4924 0.45
2.271 1.4948 0.455
2.272 1.4971 0.46
2.273 1.4995 0.465
2.274 1.5018 0.47
2.275 1.5041 0.475
2.276 1.5064 0.48
2.277 1.5087 0.485
2.278 1.5109 0.49
2.279 1.5132 0.495
2.28 1.5155 0.5
2.281 1.5177 0.505
2.282 1.52 0.51
2.283 1.5222 0.515
2.284 1.5244 0.52
2.285 1.5266 0.525
2.286 1.5288 0.53
2.287 1.531 0.535
2.288 1.5332 0.54
2.289 1.5354 0.545
2.29 1.5375 0.55
2.291 1.5397 0.555
2.292 1.5418 0.56
2.293 1.5439 0.565
2.294 1.5461 0.57
2.295 1.5482 0.575
2.296 1.5503 0.58
2.297 1.5524 0.585
2.298 1.5544 0.59
2.299 1.5565 0.595
2.3 1.5586 0.6001
2.301 1.5606 0.6051
2.302 1.5627 0.6101
2.303 1.5647 0.6151
2.304 1.5667 0.6201
2.305 1.5687 0.6251
2.306 1.5707 0.6301
2.307 1.5727 0.6351
2.308 1.5747 0.6401
2.309 1.5767 0.6451
2.31 1.5786 0.6501
2.311 1.5806 0.6551
2.312 1.5825 0.6601
2.313 1.5845 0.6651
2.314 1.5864 0.6701
2.315 1.5883 0.6751
2.316 1.5902 0.6801
2.317 1.5921 0.6851
2.318 1.594 0.6901
2.319 1.5959 0.6951
2.32 1.5977 0.7001
2.321 1.5996 0.7051
2.322 1.6014 0.7101
2.323 1.6033 0.7151
2.324 1.6051 0.7201
2.325 1.6069 0.7251
2.326 1.6087 0.7301
2.327 1.6105 0.7351
2.328 1.6123 0.7401
2.329 1.6141 0.7451
2.33 1.6159 0.7501
2.331 1.6176 0.7551
2.332 1.6194 0.7601
2.333 1.6211 0.7651
2.334 1.6228 0.7701
2.335 1.6246 0.7751
2.336 1.6263 0.7801
2.337 1.628 0.7851
2.338 1.6297 0.7901
2.339 1.6313 0.7951
2.34 1.633 0.8001
2.341 1.6347 0.8051
2.342 1.6363 0.8101
2.343 1.638 0.8151
2.344 1.6396 0.8201
2.345 1.6412 0.8251
2.346 1.6428 0.8301
2.347 1.6444 0.8351
2.348 1.646 0.8401
2.349 1.6476 0.8451
2.35 1.6492 0.8501
2.351 1.6507 0.8551
2.352 1.6523 0.8601
2.353 1.6538 0.8651
2.354 1.6553 0.8701
2.355 1.6569 0.8751
2.356 1.6584 0.8801
2.357 1.6599 0.8851
2.358 1.6614 0.8901
2.359 1.6629 0.8951
2.36 1.6643 0.9001
2.361 1.6658 0.9051
2.362 1.6672 0.9101
2.363 1.6687 0.9151
2.364 1.6701 0.9201
2.365 1.6715 0.9251
2.366 1.673 0.9301
2.367 1.6744 0.9351
2.368 1.6758 0.9401
2.369 1.6771 0.9451
2.37 1.6785 0.9501
2.371 1.6799 0.9551
2.372 1.6812 0.9601
2.373 1.6826 0.9651
2.374 1.6839 0.9701
2.375 1.6853 0.9751
2.376 1.6866 0.9801
2.377 1.6879 0.9851
2.378 1.6892 0.9901
2.379 1.6905 0.9951
2.38 1.6917 1.0001
2.381 1.693 1.0051
2.382 1.6943 1.0101
2.383 1.6955 1.0151
2.384 1.6967 1.0201
2.385 1.698 1.0251
2.386 1.6992 1.0301
2.387 1.7004 1.0351
2.388 1.7016 1.0401
2.389 1.7028 1.0451
2.39 1.704 1.0501
2.391 1.7051 1.0551
2.392 1.7063 1.0601
2.393 1.7074 1.0651
2.394 1.7086 1.0701
2.395 1.7097 1.0751
2.396 1.7108 1.0801
2.397 1.7119 1.0851
2.398 1.713 1.0901
2.399 1.7141 1.0951
2.4 1.7152 1.1001
2.401 1.7163 1.1051
2.402 1.7173 1.1101
2.403 1.7184 1.1151
2.404 1.7194 1.1201
2.405 1.7205 1.1251
2.406 1.7215 1.1301
2.407 1.7225 1.1351
2.408 1.7235 1.1401
2.409 1.7245 1.1451
2.41 1.7255 1.1501
2.411 1.7265 1.1551
2.412 1.7274 1.1601
2.413 1.7284 1.1651
2.414 1.7293 1.1701
2.415 1.7302 1.1751
2.416 1.7312 1.1801
2.417 1.7321 1.1851
2.418 1.733 1.1901
2.419 1.7339 1.1951
2.42 1.7348 1.2001
2.421 1.7356 1.2051
2.422 1.7365 1.2101
2.423 1.7374 1.2151
2.424 1.7382 1.2201
2.425 1.739 1.2251
2.426 1.7399 1.2301
2.427 1.7407 1.2351
2.428 1.7415 1.2401
2.429 1.7423 1.2451
2.43 1.7431 1.2501
2.431 1.7439 1.2551
2.432 1.7446 1.2601
2.433 1.7454 1.2651
2.434 1.7461 1.2701
2.435 1.7469 1.2751
2.436 1.7476 1.2801
2.437 1.7483 1.2851
2.438 1.749 1.2901
2.439 1.7497 1.2951
2.44 1.7504 1.3001
2.441 1.7511 1.3051
2.442 1.7517 1.3101
2.443 1.7524 1.3151
2.444 1.7531 1.3201
2.445 1.7537 1.3251
2.446 1.7543 1.3301
2.447 1.7549 1.3351
2.448 1.7556 1.3401
2.449 1.7562 1.3451
2.45 1.7567 1.3501
2.451 1.7573 1.3551
2.452 1.7579 1.3601
2.453 1.7585 1.3651
2.454 1.759 1.3701
2.455 1.7596 1.3751
2.456 1.7601 1.3801
2.457 1.7606 1.3851
2.458 1.7611 1.3901
2.459 1.7616 1.3951
2.46 1.7621 1.4001
2.461 1.7626 1.4051
2.462 1.7631 1.4101
2.463 1.7635 1.4151
2.464 1.764 1.4201
2.465 1.7644 1.4251
2.466 1.7649 1.4301
2.467 1.7653 1.4351
2.468 1.7657 1.4401
2.469 1.7661 1.4451
2.47 1.7665 1.4501
2.471 1.7669 1.4551
2.472 1.7673 1.4601
2.473 1.7676 1.4651
2.474 1.768 1.4701
2.475 1.7683 1.4751
2.476 1.7686 1.4801
2.477 1.769 1.4851
2.478 1.7693 1.4901
2.479 1.7696 1.4951
2.48 1.7699 1.5001
2.481 1.7702 1.5051
2.482 1.7705 1.5101
2.483 1.7707 1.5151
2.484 1.771 1.5201
2.485 1.7712 1.5251
2.486 1.7715 1.5301
2.487 1.7717 1.5351
2.488 1.7719 1.5401
2.489 1.7721 1.5451
2.49 1.7723 1.5501
2.491 1.7725 1.5551
2.492 1.7727 1.5601
2.493 1.7728 1.5651
2.494 1.773 1.5701
2.495 1.7732 1.5751
2.496 1.7733 1.5801
2.497 1.7734 1.5851
2.498 1.7735 1.5901
2.499 1.7737 1.5951
2.5 1.7738 1.6001
2.501 1.7738 1.6051
2.502 1.7739 1.6101
2.503 1.774 1.6151
2.504 1.7741 1.6201
2.505 1.7741 1.6251
2.506 1.7741 1.6301
2.507 1.7742 1.6351
2.508 1.7742 1.6401
2.509 1.7742 1.6451
2.51 1.7742 1.6501
2.511 1.7742 1.6551
2.512 1.7742 1.6601
2.513 1.7742 1.6651
2.514 1.7741 1.6701
2.515 1.7741 1.6751
2.516 1.774 1.6801
2.517 1.7739 1.6851
2.518 1.7739 1.6901
2.519 1.7738 1.6951
2.52 1.7737 1.7001
2.521 1.7736 1.7051
2.522 1.7735 1.7101
2.523 1.7733 1.7151
2.524 1.7732 1.7201
2.525 1.7731 1.7251
2.526 1.7729 1.7301
2.527 1.7727 1.7351
2.528 1.7726 1.7401
2.529 1.7724 1.7451
2.53 1.7722 1.7501
2.531 1.772 1.7551
2.532 1.7718 1.7601
2.533 1.7715 1.7651
2.534 1.7713 1.7701
2.535 1.7711 1.7751
2.536 1.7708 1.7801
2.537 1.7705 1.7851
2.538 1.7703 1.7901
2.539 1.77 1.7951
2.54 1.7697 1.8001
2.541 1.7694 1.8051
2.542 1.7691 1.8101
2.543 1.7688 1.8151
2.544 1.7684 1.8201
2.545 1.7681 1.8251
2.546 1.7677 1.8301
2.547 1.7674 1.8351
2.548 1.767 1.8401
2.549 1.7666 1.8451
2.55 1.7662 1.8501
2.551 1.7658 1.8551
2.552 1.7654 1.8601
2.553 1.765 1.8651
2.554 1.7646 1.8701
2.555 1.7641 1.8751
2.556 1.7637 1.8801
2.557 1.7632 1.8851
2.558 1.7628 1.8901
2.559 1.7623 1.8951
2.56 1.7618 1.9001
2.561 1.7613 1.9051
2.562 1.7608 1.9101
2.563 1.7603 1.9151
2.564 1.7597 1.9201
2.565 1.7592 1.9251
2.566 1.7586 1.9301
2.567 1.7581 1.9351
2.568 1.7575 1.9401
2.569 1.7569 1.9451
2.57 1.7564 1.9501
2.571 1.7558 1.9551
2.572 1.7552 1.9601
2.573 1.7545 1.9651
2.574 1.7539 1.9701
2.575 1.7533 1.9751
2.576 1.7526 1.9801
2.577 1.752 1.9851
2.578 1.7513 1.9901
2.579 1.7506 1.9951
2.58 1.7499 2.0001
2.581 1.7492 2.0051
2.582 1.7485 2.0101
2.583 1.7478 2.0151
2.584 1.7471 2.0201
2.585 1.7464 2.0251
2.586 1.7456 2.0301
2.587 1.7449 2.0351
2.588 1.7441 2.0401
2.589 1.7433 2.0451
2.59 1.7426 2.0501
2.591 1.7418 2.0551
2.592 1.741 2.0601
2.593 1.7401 2.0651
2.594 1.7393 2.0701
2.595 1.7385 2.0751
2.596 1.7376 2.0801
2.597 1.7368 2.0851
2.598 1.7359 2.0901
2.599 1.7351 2.0951
2.6 1.7342 2.1001
2.601 1.7333 2.1051
2.602 1.7324 2.1101
2.603 1.7315 2.1151
2.604 1.7306 2.1201
2.605 1.7296 2.1251
2.606 1.7287 2.1301
2.607 1.7277 2.1351
2.608 1.7268 2.1401
2.609 1.7258 2.1451
2.61 1.7248 2.1501
2.611 1.7238 2.1551
2.612 1.7228 2.1601
2.613 1.7218 2.1651
2.614 1.7208 2.1701
2.615 1.7198 2.1751
2.616 1.7187 2.1801
2.617 1.7177 2.1851
2.618 1.7166 2.1901
2.619 1.7156 2.1951
2.62 1.7145 2.2001
2.621 1.7134 2.2051
2.622 1.7123 2.2101
2.623 1.7112 2.2151
2.624 1.7101 2.2201
2.625 1.709 2.2251
2.626 1.7078 2.2301
2.627 1.7067 2.2351
2.628 1.7055 2.2401
2.629 1.7044 2.2451
2.63 1.7032 2.2501
